study_id,findings_token_count,has_findings,has_impression
1036_aug_6,26,1,1
1037,22,1,1
1037_aug_1,27,1,1
1037_aug_2,24,1,1
1037_aug_3,26,1,1
1037_aug_4,25,1,1
1037_aug_5,28,1,1
1037_aug_6,28,1,1
1038,0,0,1
1038_aug_1,0,0,1
1038_aug_2,0,0,1
1038_aug_3,0,0,1
1038_aug_4,0,0,1
1038_aug_5,0,0,1
1038_aug_6,0,0,1
1041,21,1,1
1041_aug_1,22,1,1
1041_aug_2,24,1,1
1041_aug_3,28,1,1
1041_aug_4,23,1,1
1041_aug_5,24,1,1
1041_aug_6,26,1,1
1042,19,1,1
1042_aug_1,19,1,1
1042_aug_2,24,1,1
1042_aug_3,22,1,1
1042_aug_4,21,1,1
1042_aug_5,21,1,1
1042_aug_6,25,1,1
1044,26,1,1
1044_aug_1,29,1,1
1044_aug_2,27,1,1
1044_aug_3,30,1,1
1044_aug_4,30,1,1
1044_aug_5,30,1,1
1044_aug_6,30,1,1
1046,12,1,1
1046_aug_1,15,1,1
1046_aug_2,16,1,1
1046_aug_3,14,1,1
1046_aug_4,14,1,1
1046_aug_5,17,1,1
1046_aug_6,14,1,1
1047,22,1,1
1047_aug_1,23,1,1
1047_aug_2,22,1,1
1047_aug_3,25,1,1
1047_aug_4,25,1,1
1047_aug_5,23,1,1
1047_aug_6,25,1,1
1049,0,0,1
1049_aug_1,0,0,1
1049_aug_2,0,0,1
1049_aug_3,0,0,1
1049_aug_4,0,0,1
1049_aug_5,0,0,1
1049_aug_6,0,0,1
1050,28,1,1
1050_aug_1,28,1,1
1050_aug_2,32,1,1
1050_aug_3,28,1,1
1050_aug_4,28,1,1
1050_aug_5,29,1,1
1050_aug_6,31,1,1
1051,14,1,1
1051_aug_1,14,1,1
1051_aug_2,15,1,1
1051_aug_3,18,1,1
1051_aug_4,23,1,1
1051_aug_5,19,1,1
1051_aug_6,17,1,1
1052,23,1,1
1052_aug_1,26,1,1
1052_aug_2,25,1,1
1052_aug_3,23,1,1
1052_aug_4,25,1,1
1052_aug_5,33,1,1
1052_aug_6,25,1,1
1053,26,1,1
1053_aug_1,34,1,1
1053_aug_2,32,1,1
1053_aug_3,32,1,1
1053_aug_4,33,1,1
1053_aug_5,31,1,1
1053_aug_6,28,1,1
1054,21,1,1
1054_aug_1,23,1,1
1054_aug_2,24,1,1
1054_aug_3,22,1,1
1054_aug_4,23,1,1
1054_aug_5,28,1,1
1054_aug_6,29,1,1
1055,12,1,1
1055_aug_1,15,1,1
1055_aug_2,20,1,1
1055_aug_3,16,1,1
1055_aug_4,14,1,1
1055_aug_5,13,1,1
1055_aug_6,15,1,1
1056,30,1,1
1056_aug_1,31,1,1
1056_aug_2,32,1,1
1056_aug_3,36,1,1
1056_aug_4,31,1,1
1056_aug_5,31,1,1
1056_aug_6,35,1,1
1057,23,1,1
1057_aug_1,28,1,1
1057_aug_2,25,1,1
1057_aug_3,28,1,1
1057_aug_4,25,1,1
1057_aug_5,26,1,1
1057_aug_6,24,1,1
1058,30,1,1
1058_aug_1,35,1,1
1058_aug_2,34,1,1
1058_aug_3,36,1,1
1058_aug_4,35,1,1
1058_aug_5,39,1,1
1058_aug_6,36,1,1
1061,28,1,1
1061_aug_1,32,1,1
1061_aug_2,32,1,1
1061_aug_3,32,1,1
1061_aug_4,32,1,1
1061_aug_5,28,1,1
1061_aug_6,34,1,1
1062,25,1,1
1062_aug_1,29,1,1
1062_aug_2,32,1,1
1062_aug_3,29,1,1
1062_aug_4,31,1,1
1062_aug_5,32,1,1
1062_aug_6,32,1,1
1065,32,1,1
1065_aug_1,36,1,1
1065_aug_2,34,1,1
1065_aug_3,33,1,1
1065_aug_4,36,1,1
1065_aug_5,34,1,1
1065_aug_6,36,1,1
1066,0,0,1
1066_aug_1,0,0,1
1066_aug_2,0,0,1
1066_aug_3,0,0,1
1066_aug_4,0,0,1
1066_aug_5,0,0,1
1066_aug_6,0,0,1
1067,21,1,1
1067_aug_1,21,1,1
1067_aug_2,28,1,1
1067_aug_3,25,1,1
1067_aug_4,21,1,1
1067_aug_5,25,1,1
1067_aug_6,26,1,1
1069,22,1,1
1069_aug_1,26,1,1
1069_aug_2,23,1,1
1069_aug_3,25,1,1
1069_aug_4,24,1,1
1069_aug_5,22,1,1
1069_aug_6,26,1,1
1070,42,1,1
1070_aug_1,49,1,1
1070_aug_2,45,1,1
1070_aug_3,45,1,1
1070_aug_4,46,1,1
1070_aug_5,52,1,1
1070_aug_6,49,1,1
1072,23,1,1
1072_aug_1,23,1,1
1072_aug_2,23,1,1
1072_aug_3,23,1,1
1072_aug_4,23,1,1
1072_aug_5,23,1,1
1072_aug_6,23,1,1
1073,24,1,1
1073_aug_1,27,1,1
1073_aug_2,30,1,1
1073_aug_3,25,1,1
1073_aug_4,26,1,1
1073_aug_5,27,1,1
1073_aug_6,29,1,1
1074,23,1,1
1074_aug_1,26,1,1
1074_aug_2,24,1,1
1074_aug_3,25,1,1
1074_aug_4,25,1,1
1074_aug_5,23,1,1
1074_aug_6,26,1,1
1075,48,1,1
1075_aug_1,52,1,1
1075_aug_2,53,1,1
1075_aug_3,51,1,1
1075_aug_4,57,1,1
1075_aug_5,52,1,1
1075_aug_6,55,1,1
1076,35,1,1
1076_aug_1,37,1,1
1076_aug_2,38,1,1
1076_aug_3,38,1,1
1076_aug_4,36,1,1
1076_aug_5,35,1,1
1076_aug_6,39,1,1
1077,9,1,1
1077_aug_1,10,1,1
1077_aug_2,10,1,1
1077_aug_3,12,1,1
1077_aug_4,9,1,1
1077_aug_5,11,1,1
1077_aug_6,11,1,1
1079,25,1,1
1079_aug_1,28,1,1
1079_aug_2,30,1,1
1079_aug_3,36,1,1
1079_aug_4,28,1,1
1079_aug_5,27,1,1
1079_aug_6,29,1,1
1081,15,1,1
1081_aug_1,16,1,1
1081_aug_2,18,1,1
1081_aug_3,18,1,1
1081_aug_4,16,1,1
1081_aug_5,16,1,1
1081_aug_6,20,1,1
1082,17,1,1
1082_aug_1,19,1,1
1082_aug_2,21,1,1
1082_aug_3,21,1,1
1082_aug_4,17,1,1
1082_aug_5,21,1,1
1082_aug_6,18,1,1
1084,21,1,0
1084_aug_1,26,1,0
1084_aug_2,23,1,0
1084_aug_3,24,1,0
1084_aug_4,24,1,0
1084_aug_5,26,1,0
1084_aug_6,23,1,0
1085,36,1,1
1085_aug_1,38,1,1
1085_aug_2,38,1,1
1085_aug_3,36,1,1
1085_aug_4,37,1,1
1085_aug_5,38,1,1
1085_aug_6,36,1,1
1088,20,1,1
1088_aug_1,24,1,1
1088_aug_2,22,1,1
1088_aug_3,23,1,1
1088_aug_4,22,1,1
1088_aug_5,25,1,1
1088_aug_6,28,1,1
1089,30,1,1
1089_aug_1,35,1,1
1089_aug_2,32,1,1
1089_aug_3,34,1,1
1089_aug_4,35,1,1
1089_aug_5,36,1,1
1089_aug_6,36,1,1
1093,18,1,1
1093_aug_1,22,1,1
1093_aug_2,19,1,1
1093_aug_3,19,1,1
1093_aug_4,24,1,1
1093_aug_5,20,1,1
1093_aug_6,22,1,1
1094,28,1,1
1094_aug_1,32,1,1
1094_aug_2,31,1,1
1094_aug_3,41,1,1
1094_aug_4,30,1,1
1094_aug_5,32,1,1
1094_aug_6,34,1,1
1095,52,1,1
1095_aug_1,55,1,1
1095_aug_2,56,1,1
1095_aug_3,55,1,1
1095_aug_4,53,1,1
1095_aug_5,58,1,1
1095_aug_6,55,1,1
1097,38,1,1
1097_aug_1,42,1,1
1097_aug_2,43,1,1
1097_aug_3,43,1,1
1097_aug_4,41,1,1
1097_aug_5,43,1,1
1097_aug_6,46,1,1
1099,19,1,1
1099_aug_1,25,1,1
1099_aug_2,21,1,1
1099_aug_3,22,1,1
1099_aug_4,22,1,1
1099_aug_5,24,1,1
1099_aug_6,21,1,1
1101,20,1,1
1101_aug_1,26,1,1
1101_aug_2,25,1,1
1101_aug_3,26,1,1
1101_aug_4,23,1,1
1101_aug_5,28,1,1
1101_aug_6,25,1,1
1104,0,0,1
1104_aug_1,0,0,1
1104_aug_2,0,0,1
1104_aug_3,0,0,1
1104_aug_4,0,0,1
1104_aug_5,0,0,1
1104_aug_6,0,0,1
1105,22,1,1
1105_aug_1,27,1,1
1105_aug_2,25,1,1
1105_aug_3,28,1,1
1105_aug_4,29,1,1
1105_aug_5,32,1,1
1105_aug_6,27,1,1
1106,0,0,1
1106_aug_1,0,0,1
1106_aug_2,0,0,1
1106_aug_3,0,0,1
1106_aug_4,0,0,1
1106_aug_5,0,0,1
1106_aug_6,0,0,1
1108,8,1,1
1108_aug_1,11,1,1
1108_aug_2,8,1,1
1108_aug_3,11,1,1
1108_aug_4,12,1,1
1108_aug_5,8,1,1
1108_aug_6,10,1,1
1109,28,1,1
1109_aug_1,34,1,1
1109_aug_2,33,1,1
1109_aug_3,33,1,1
1109_aug_4,29,1,1
1109_aug_5,33,1,1
1109_aug_6,36,1,1
1111,20,1,1
1111_aug_1,23,1,1
1111_aug_2,22,1,1
1111_aug_3,25,1,1
1111_aug_4,26,1,1
1111_aug_5,25,1,1
1111_aug_6,24,1,1
1112,20,1,1
1112_aug_1,25,1,1
1112_aug_2,22,1,1
1112_aug_3,23,1,1
1112_aug_4,25,1,1
1112_aug_5,24,1,1
1112_aug_6,25,1,1
1113,32,1,1
1113_aug_1,37,1,1
1113_aug_2,35,1,1
1113_aug_3,33,1,1
1113_aug_4,37,1,1
1113_aug_5,38,1,1
1113_aug_6,38,1,1
1114,7,1,1
1114_aug_1,7,1,1
1114_aug_2,7,1,1
1114_aug_3,7,1,1
1114_aug_4,10,1,1
1114_aug_5,9,1,1
1114_aug_6,7,1,1
1115,18,1,1
1115_aug_1,23,1,1
1115_aug_2,24,1,1
1115_aug_3,19,1,1
1115_aug_4,24,1,1
1115_aug_5,24,1,1
1115_aug_6,24,1,1
1116,29,1,1
1116_aug_1,35,1,1
1116_aug_2,34,1,1
1116_aug_3,30,1,1
1116_aug_4,31,1,1
1116_aug_5,29,1,1
1116_aug_6,31,1,1
1118,14,1,1
1118_aug_1,15,1,1
1118_aug_2,14,1,1
1118_aug_3,14,1,1
1118_aug_4,16,1,1
1118_aug_5,17,1,1
1118_aug_6,15,1,1
1119,19,1,1
1119_aug_1,19,1,1
1119_aug_2,19,1,1
1119_aug_3,19,1,1
1119_aug_4,19,1,1
1119_aug_5,19,1,1
1119_aug_6,19,1,1
1120,21,1,1
1120_aug_1,24,1,1
1120_aug_2,25,1,1
1120_aug_3,26,1,1
1120_aug_4,23,1,1
1120_aug_5,26,1,1
1120_aug_6,23,1,1
1122,20,1,1
1122_aug_1,21,1,1
1122_aug_2,24,1,1
1122_aug_3,23,1,1
1122_aug_4,28,1,1
1122_aug_5,20,1,1
1122_aug_6,23,1,1
1124,27,1,1
1124_aug_1,33,1,1
1124_aug_2,29,1,1
1124_aug_3,31,1,1
1124_aug_4,32,1,1
1124_aug_5,33,1,1
1124_aug_6,31,1,1
1125,33,1,1
1125_aug_1,34,1,1
1125_aug_2,35,1,1
1125_aug_3,36,1,1
1125_aug_4,36,1,1
1125_aug_5,33,1,1
1125_aug_6,35,1,1
1126,48,1,1
1126_aug_1,51,1,1
1126_aug_2,51,1,1
1126_aug_3,51,1,1
1126_aug_4,50,1,1
1126_aug_5,53,1,1
1126_aug_6,50,1,1
1128,0,0,1
1128_aug_1,0,0,1
1128_aug_2,0,0,1
1128_aug_3,0,0,1
1128_aug_4,0,0,1
1128_aug_5,0,0,1
1128_aug_6,0,0,1
1129,30,1,1
1129_aug_1,32,1,1
1129_aug_2,36,1,1
1129_aug_3,33,1,1
1129_aug_4,39,1,1
1129_aug_5,36,1,1
1129_aug_6,39,1,1
1130,34,1,1
1130_aug_1,39,1,1
1130_aug_2,37,1,1
1130_aug_3,38,1,1
1130_aug_4,37,1,1
1130_aug_5,34,1,1
1130_aug_6,38,1,1
1131,30,1,1
1131_aug_1,33,1,1
1131_aug_2,35,1,1
1131_aug_3,35,1,1
1131_aug_4,36,1,1
1131_aug_5,34,1,1
1131_aug_6,31,1,1
1135,18,1,1
1135_aug_1,19,1,1
1135_aug_2,19,1,1
1135_aug_3,19,1,1
1135_aug_4,19,1,1
1135_aug_5,18,1,1
1135_aug_6,19,1,1
1138,17,1,1
1138_aug_1,21,1,1
1138_aug_2,20,1,1
1138_aug_3,24,1,1
1138_aug_4,22,1,1
1138_aug_5,22,1,1
1138_aug_6,23,1,1
1141,6,1,1
1141_aug_1,9,1,1
1141_aug_2,8,1,1
1141_aug_3,8,1,1
1141_aug_4,6,1,1
1141_aug_5,6,1,1
1141_aug_6,6,1,1
1144,20,1,1
1144_aug_1,23,1,1
1144_aug_2,24,1,1
1144_aug_3,21,1,1
1144_aug_4,22,1,1
1144_aug_5,22,1,1
1144_aug_6,25,1,1
1145,21,1,1
1145_aug_1,24,1,1
1145_aug_2,26,1,1
1145_aug_3,23,1,1
1145_aug_4,26,1,1
1145_aug_5,30,1,1
1145_aug_6,28,1,1
1146,25,1,1
1146_aug_1,30,1,1
1146_aug_2,29,1,1
1146_aug_3,33,1,1
1146_aug_4,26,1,1
1146_aug_5,33,1,1
1146_aug_6,30,1,1
1148,11,1,1
1148_aug_1,14,1,1
1148_aug_2,14,1,1
1148_aug_3,14,1,1
1148_aug_4,11,1,1
1148_aug_5,16,1,1
1148_aug_6,11,1,1
1149,18,1,1
1149_aug_1,20,1,1
1149_aug_2,22,1,1
1149_aug_3,21,1,1
1149_aug_4,19,1,1
1149_aug_5,22,1,1
1149_aug_6,21,1,1
1152,23,1,1
1152_aug_1,26,1,1
1152_aug_2,23,1,1
1152_aug_3,24,1,1
1152_aug_4,25,1,1
1152_aug_5,25,1,1
1152_aug_6,24,1,1
1154,22,1,1
1154_aug_1,23,1,1
1154_aug_2,24,1,1
1154_aug_3,28,1,1
1154_aug_4,26,1,1
1154_aug_5,22,1,1
1154_aug_6,25,1,1
1158,15,1,1
1158_aug_1,15,1,1
1158_aug_2,16,1,1
1158_aug_3,21,1,1
1158_aug_4,20,1,1
1158_aug_5,19,1,1
1158_aug_6,16,1,1
1159,14,1,1
1159_aug_1,20,1,1
1159_aug_2,16,1,1
1159_aug_3,18,1,1
1159_aug_4,15,1,1
1159_aug_5,20,1,1
1159_aug_6,15,1,1
1160,32,1,1
1160_aug_1,34,1,1
1160_aug_2,36,1,1
1160_aug_3,38,1,1
1160_aug_4,32,1,1
1160_aug_5,34,1,1
1160_aug_6,33,1,1
1161,20,1,1
1161_aug_1,26,1,1
1161_aug_2,23,1,1
1161_aug_3,26,1,1
1161_aug_4,20,1,1
1161_aug_5,24,1,1
1161_aug_6,25,1,1
1162,0,0,1
1162_aug_1,0,0,1
1162_aug_2,0,0,1
1162_aug_3,0,0,1
1162_aug_4,0,0,1
1162_aug_5,0,0,1
1162_aug_6,0,0,1
1163,26,1,1
1163_aug_1,27,1,1
1163_aug_2,27,1,1
1163_aug_3,32,1,1
1163_aug_4,30,1,1
1163_aug_5,32,1,1
1163_aug_6,30,1,1
1164,0,0,1
1164_aug_1,0,0,1
1164_aug_2,0,0,1
1164_aug_3,0,0,1
1164_aug_4,0,0,1
1164_aug_5,0,0,1
1164_aug_6,0,0,1
1165,22,1,1
1165_aug_1,24,1,1
1165_aug_2,25,1,1
1165_aug_3,22,1,1
1165_aug_4,25,1,1
1165_aug_5,25,1,1
1165_aug_6,26,1,1
1166,22,1,1
1166_aug_1,24,1,1
1166_aug_2,25,1,1
1166_aug_3,26,1,1
1166_aug_4,27,1,1
1166_aug_5,26,1,1
1166_aug_6,25,1,1
1168,6,1,1
1168_aug_1,7,1,1
1168_aug_2,6,1,1
1168_aug_3,7,1,1
1168_aug_4,6,1,1
1168_aug_5,6,1,1
1168_aug_6,6,1,1
1169,41,1,1
1169_aug_1,42,1,1
1169_aug_2,43,1,1
1169_aug_3,42,1,1
1169_aug_4,45,1,1
1169_aug_5,43,1,1
1169_aug_6,42,1,1
1171,18,1,1
1171_aug_1,18,1,1
1171_aug_2,19,1,1
1171_aug_3,18,1,1
1171_aug_4,18,1,1
1171_aug_5,23,1,1
1171_aug_6,25,1,1
1172,20,1,1
1172_aug_1,24,1,1
1172_aug_2,24,1,1
1172_aug_3,24,1,1
1172_aug_4,22,1,1
1172_aug_5,24,1,1
1172_aug_6,27,1,1
1173,39,1,1
1173_aug_1,42,1,1
1173_aug_2,40,1,1
1173_aug_3,39,1,1
1173_aug_4,43,1,1
1173_aug_5,42,1,1
1173_aug_6,39,1,1
1174,17,1,1
1174_aug_1,20,1,1
1174_aug_2,21,1,1
1174_aug_3,20,1,1
1174_aug_4,20,1,1
1174_aug_5,21,1,1
1174_aug_6,22,1,1
1175,6,1,1
1175_aug_1,8,1,1
1175_aug_2,8,1,1
1175_aug_3,7,1,1
1175_aug_4,6,1,1
1175_aug_5,6,1,1
1175_aug_6,8,1,1
1177,14,1,1
1177_aug_1,14,1,1
1177_aug_2,14,1,1
1177_aug_3,14,1,1
1177_aug_4,14,1,1
1177_aug_5,14,1,1
1177_aug_6,14,1,1
1178,11,1,1
1178_aug_1,13,1,1
1178_aug_2,15,1,1
1178_aug_3,13,1,1
1178_aug_4,15,1,1
1178_aug_5,14,1,1
1178_aug_6,14,1,1
1179,39,1,1
1179_aug_1,40,1,1
1179_aug_2,41,1,1
1179_aug_3,45,1,1
1179_aug_4,43,1,1
1179_aug_5,42,1,1
1179_aug_6,43,1,1
1180,32,1,1
1180_aug_1,35,1,1
1180_aug_2,35,1,1
1180_aug_3,39,1,1
1180_aug_4,35,1,1
1180_aug_5,36,1,1
1180_aug_6,38,1,1
1182,16,1,1
1182_aug_1,19,1,1
1182_aug_2,23,1,1
1182_aug_3,22,1,1
1182_aug_4,20,1,1
1182_aug_5,20,1,1
1182_aug_6,21,1,1
1183,0,0,1
1183_aug_1,0,0,1
1183_aug_2,0,0,1
1183_aug_3,0,0,1
1183_aug_4,0,0,1
1183_aug_5,0,0,1
1183_aug_6,0,0,1
1184,28,1,1
1184_aug_1,32,1,1
1184_aug_2,31,1,1
1184_aug_3,30,1,1
1184_aug_4,34,1,1
1184_aug_5,34,1,1
1184_aug_6,28,1,1
1187,21,1,1
1187_aug_1,22,1,1
1187_aug_2,29,1,1
1187_aug_3,27,1,1
1187_aug_4,22,1,1
1187_aug_5,28,1,1
1187_aug_6,21,1,1
1188,6,1,1
1188_aug_1,8,1,1
1188_aug_2,8,1,1
1188_aug_3,6,1,1
1188_aug_4,6,1,1
1188_aug_5,9,1,1
1188_aug_6,6,1,1
1189,34,1,1
1189_aug_1,38,1,1
1189_aug_2,38,1,1
1189_aug_3,41,1,1
1189_aug_4,38,1,1
1189_aug_5,36,1,1
1189_aug_6,37,1,1
1190,6,1,1
1190_aug_1,6,1,1
1190_aug_2,7,1,1
1190_aug_3,7,1,1
1190_aug_4,7,1,1
1190_aug_5,9,1,1
1190_aug_6,6,1,1
1191,23,1,1
1191_aug_1,25,1,1
1191_aug_2,28,1,1
1191_aug_3,26,1,1
1191_aug_4,26,1,1
1191_aug_5,28,1,1
1191_aug_6,26,1,1
1192,28,1,1
1192_aug_1,33,1,1
1192_aug_2,32,1,1
1192_aug_3,32,1,1
1192_aug_4,33,1,1
1192_aug_5,32,1,1
1192_aug_6,34,1,1
1195,26,1,1
1195_aug_1,30,1,1
1195_aug_2,28,1,1
1195_aug_3,32,1,1
1195_aug_4,31,1,1
1195_aug_5,28,1,1
1195_aug_6,28,1,1
1196,25,1,1
1196_aug_1,28,1,1
1196_aug_2,25,1,1
1196_aug_3,25,1,1
1196_aug_4,26,1,1
1196_aug_5,26,1,1
1196_aug_6,28,1,1
1199,19,1,1
1199_aug_1,23,1,1
1199_aug_2,22,1,1
1199_aug_3,21,1,1
1199_aug_4,22,1,1
1199_aug_5,26,1,1
1199_aug_6,21,1,1
1200,27,1,1
1200_aug_1,30,1,1
1200_aug_2,28,1,1
1200_aug_3,27,1,1
1200_aug_4,29,1,1
1200_aug_5,30,1,1
1200_aug_6,30,1,1
1203,21,1,1
1203_aug_1,30,1,1
1203_aug_2,26,1,1
1203_aug_3,24,1,1
1203_aug_4,23,1,1
1203_aug_5,23,1,1
1203_aug_6,26,1,1
1204,28,1,1
1204_aug_1,34,1,1
1204_aug_2,35,1,1
1204_aug_3,33,1,1
1204_aug_4,33,1,1
1204_aug_5,30,1,1
1204_aug_6,32,1,1
1205,9,1,1
1205_aug_1,9,1,1
1205_aug_2,10,1,1
1205_aug_3,9,1,1
1205_aug_4,9,1,1
1205_aug_5,11,1,1
1205_aug_6,10,1,1
1207,13,1,1
1207_aug_1,16,1,1
1207_aug_2,14,1,1
1207_aug_3,15,1,1
1207_aug_4,19,1,1
1207_aug_5,17,1,1
1207_aug_6,20,1,1
1208,21,1,1
1208_aug_1,23,1,1
1208_aug_2,22,1,1
1208_aug_3,26,1,1
1208_aug_4,21,1,1
1208_aug_5,24,1,1
1208_aug_6,22,1,1
1211,16,1,1
1211_aug_1,22,1,1
1211_aug_2,20,1,1
1211_aug_3,19,1,1
1211_aug_4,21,1,1
1211_aug_5,22,1,1
1211_aug_6,16,1,1
1212,7,1,1
1212_aug_1,10,1,1
1212_aug_2,11,1,1
1212_aug_3,9,1,1
1212_aug_4,7,1,1
1212_aug_5,9,1,1
1212_aug_6,8,1,1
1213,26,1,1
1213_aug_1,31,1,1
1213_aug_2,27,1,1
1213_aug_3,28,1,1
1213_aug_4,32,1,1
1213_aug_5,31,1,1
1213_aug_6,29,1,1
1214,19,1,1
1214_aug_1,23,1,1
1214_aug_2,25,1,1
1214_aug_3,26,1,1
1214_aug_4,24,1,1
1214_aug_5,25,1,1
1214_aug_6,24,1,1
1217,13,1,1
1217_aug_1,14,1,1
1217_aug_2,13,1,1
1217_aug_3,13,1,1
1217_aug_4,18,1,1
1217_aug_5,13,1,1
1217_aug_6,13,1,1
1219,21,1,1
1219_aug_1,23,1,1
1219_aug_2,27,1,1
1219_aug_3,26,1,1
1219_aug_4,22,1,1
1219_aug_5,27,1,1
1219_aug_6,24,1,1
1220,45,1,1
1220_aug_1,48,1,1
1220_aug_2,49,1,1
1220_aug_3,47,1,1
1220_aug_4,47,1,1
1220_aug_5,46,1,1
1220_aug_6,49,1,1
1224,9,1,1
1224_aug_1,11,1,1
1224_aug_2,12,1,1
1224_aug_3,9,1,1
1224_aug_4,11,1,1
1224_aug_5,12,1,1
1224_aug_6,9,1,1
1225,16,1,1
1225_aug_1,19,1,1
1225_aug_2,20,1,1
1225_aug_3,20,1,1
1225_aug_4,20,1,1
1225_aug_5,22,1,1
1225_aug_6,18,1,1
1229,15,1,1
1229_aug_1,22,1,1
1229_aug_2,16,1,1
1229_aug_3,19,1,1
1229_aug_4,25,1,1
1229_aug_5,25,1,1
1229_aug_6,17,1,1
1233,24,1,1
1233_aug_1,27,1,1
1233_aug_2,26,1,1
1233_aug_3,26,1,1
1233_aug_4,29,1,1
1233_aug_5,28,1,1
1233_aug_6,25,1,1
1235,11,1,1
1235_aug_1,14,1,1
1235_aug_2,15,1,1
1235_aug_3,11,1,1
1235_aug_4,12,1,1
1235_aug_5,12,1,1
1235_aug_6,12,1,1
1241,25,1,1
1241_aug_1,27,1,1
1241_aug_2,27,1,1
1241_aug_3,32,1,1
1241_aug_4,29,1,1
1241_aug_5,28,1,1
1241_aug_6,30,1,1
1243,23,1,1
1243_aug_1,31,1,1
1243_aug_2,29,1,1
1243_aug_3,29,1,1
1243_aug_4,24,1,1
1243_aug_5,27,1,1
1243_aug_6,27,1,1
1245,0,0,1
1245_aug_1,0,0,1
1245_aug_2,0,0,1
1245_aug_3,0,0,1
1245_aug_4,0,0,1
1245_aug_5,0,0,1
1245_aug_6,0,0,1
1248,16,1,1
1248_aug_1,21,1,1
1248_aug_2,20,1,1
1248_aug_3,21,1,1
1248_aug_4,19,1,1
1248_aug_5,20,1,1
1248_aug_6,18,1,1
1249,25,1,1
1249_aug_1,31,1,1
1249_aug_2,32,1,1
1249_aug_3,32,1,1
1249_aug_4,29,1,1
1249_aug_5,30,1,1
1249_aug_6,33,1,1
1250,28,1,1
1250_aug_1,30,1,1
1250_aug_2,30,1,1
1250_aug_3,30,1,1
1250_aug_4,33,1,1
1250_aug_5,32,1,1
1250_aug_6,30,1,1
1256,20,1,1
1256_aug_1,22,1,1
1256_aug_2,21,1,1
1256_aug_3,23,1,1
1256_aug_4,26,1,1
1256_aug_5,23,1,1
1256_aug_6,23,1,1
1257,37,1,1
1257_aug_1,38,1,1
1257_aug_2,40,1,1
1257_aug_3,41,1,1
1257_aug_4,39,1,1
1257_aug_5,40,1,1
1257_aug_6,38,1,1
1259,7,1,1
1259_aug_1,7,1,1
1259_aug_2,7,1,1
1259_aug_3,7,1,1
1259_aug_4,7,1,1
1259_aug_5,9,1,1
1259_aug_6,7,1,1
1260,0,0,1
1260_aug_1,0,0,1
1260_aug_2,0,0,1
1260_aug_3,0,0,1
1260_aug_4,0,0,1
1260_aug_5,0,0,1
1260_aug_6,0,0,1
1261,14,1,1
1261_aug_1,15,1,1
1261_aug_2,15,1,1
1261_aug_3,19,1,1
1261_aug_4,19,1,1
1261_aug_5,16,1,1
1261_aug_6,19,1,1
1262,24,1,1
1262_aug_1,26,1,1
1262_aug_2,26,1,1
1262_aug_3,31,1,1
1262_aug_4,30,1,1
1262_aug_5,34,1,1
1262_aug_6,31,1,1
1263,11,1,1
1263_aug_1,13,1,1
1263_aug_2,11,1,1
1263_aug_3,11,1,1
1263_aug_4,11,1,1
1263_aug_5,12,1,1
1263_aug_6,11,1,1
1264,20,1,1
1264_aug_1,24,1,1
1264_aug_2,23,1,1
1264_aug_3,20,1,1
1264_aug_4,24,1,1
1264_aug_5,27,1,1
1264_aug_6,25,1,1
1265,35,1,1
1265_aug_1,37,1,1
1265_aug_2,38,1,1
1265_aug_3,42,1,1
1265_aug_4,38,1,1
1265_aug_5,36,1,1
1265_aug_6,41,1,1
1267,19,1,1
1267_aug_1,21,1,1
1267_aug_2,25,1,1
1267_aug_3,24,1,1
1267_aug_4,22,1,1
1267_aug_5,22,1,1
1267_aug_6,21,1,1
1269,20,1,1
1269_aug_1,22,1,1
1269_aug_2,22,1,1
1269_aug_3,21,1,1
1269_aug_4,22,1,1
1269_aug_5,25,1,1
1269_aug_6,20,1,1
1272,24,1,1
1272_aug_1,29,1,1
1272_aug_2,29,1,1
1272_aug_3,29,1,1
1272_aug_4,27,1,1
1272_aug_5,34,1,1
1272_aug_6,26,1,1
1273,17,1,1
1273_aug_1,17,1,1
1273_aug_2,21,1,1
1273_aug_3,26,1,1
1273_aug_4,24,1,1
1273_aug_5,21,1,1
1273_aug_6,21,1,1
1274,18,1,1
1274_aug_1,20,1,1
1274_aug_2,20,1,1
1274_aug_3,21,1,1
1274_aug_4,22,1,1
1274_aug_5,25,1,1
1274_aug_6,23,1,1
1276,19,1,1
1276_aug_1,26,1,1
1276_aug_2,21,1,1
1276_aug_3,22,1,1
1276_aug_4,23,1,1
1276_aug_5,22,1,1
1276_aug_6,25,1,1
1277,30,1,1
1277_aug_1,30,1,1
1277_aug_2,35,1,1
1277_aug_3,33,1,1
1277_aug_4,37,1,1
1277_aug_5,33,1,1
1277_aug_6,34,1,1
1278,7,1,1
1278_aug_1,10,1,1
1278_aug_2,10,1,1
1278_aug_3,9,1,1
1278_aug_4,10,1,1
1278_aug_5,7,1,1
1278_aug_6,9,1,1
1280,19,1,1
1280_aug_1,23,1,1
1280_aug_2,23,1,1
1280_aug_3,25,1,1
1280_aug_4,25,1,1
1280_aug_5,27,1,1
1280_aug_6,21,1,1
1282,20,1,1
1282_aug_1,24,1,1
1282_aug_2,26,1,1
1282_aug_3,27,1,1
1282_aug_4,24,1,1
1282_aug_5,23,1,1
1282_aug_6,26,1,1
1283,23,1,1
